repo,tier,pr_number,title,author,merged_at,additions,deletions,lines_changed,size_bucket,files_count,specd,spec_source,classification,ci_status,review_modified,escaped,review_cycles,time_to_merge_hours,approval_mechanism,workflow_type,reworked,rework_type,q_overall,q_outcome_clarity,q_error_states,q_scope_boundaries,q_acceptance_criteria,q_data_contracts,q_dependency_context,q_behavioral_specificity,q_change_type,q_spec_length_signal,strict_escaped,f_is_bot_author,f_ai_tagged,f_typos,f_casual,f_questions,f_fp_experience,f_fp_action,f_human_mentions,f_history,f_people_context,f_external_context,f_incidents,f_has_org_context,f_negations,f_causal_chains,f_specific_edges,f_generic_edges,f_edge_ratio,f_tradeoffs,f_domain_grounding,f_templates,f_slop,f_empty_sections,f_issue_refs,f_any_issue_refs,f_body_len,f_word_count,f_sent_len_mean,f_sent_len_std,f_type_token_ratio,f_avg_word_len,f_human_signals,f_org_context_signals,f_reasoning_signals,f_anti_signals,f_perplexity,formality_lived_experience,formality_organizational_memory,formality_uncertainty,formality_negative_scope,formality_causal_reasoning,formality_genuine_edge_cases,formality_template_filler,formality_overall,formality_classification,fev_lived_experience,fev_organizational_memory,fev_uncertainty,fev_causal_reasoning,ai_probability,szz_bug_introducing,szz_fix_count
liam-hq/liam,AI,3701,chore(deps): lock file maintenance,renovate,2025-10-08T06:34:46+00:00,500,773,0,,1,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052.0,124.0,13.7,9.2,0.702,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.3207,False,0
liam-hq/liam,AI,3713,chore: update schema.sql file path and references,sasamuku,2025-10-08T06:03:33+00:00,7,7,14,small,6,False,,human_save,clean_pass,True,False,0,6.6,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1579.0,194.0,14.9,10.8,0.43,5.3,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.6388,False,0
liam-hq/liam,AI,3671,📚 Add comprehensive Storybook stories for UI library components,junkisai,2025-10-08T05:46:16+00:00,1792,7,1799,large,24,False,,human_save,clean_pass,True,False,1,115.2,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,4.0,0.0,0.0,0.0,2916.0,395.0,35.9,52.9,0.526,6.2,0.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,,0.8515,False,0
liam-hq/liam,AI,3686,chore(deps): update dependency supabase to v2.45.4,renovate,2025-10-08T02:52:25+00:00,26,27,0,,5,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,77.0,17174.0,842.0,93.4,230.8,0.136,5.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9953,False,0
liam-hq/liam,AI,3714,feat: add navigation to Liam logo in GlobalNav,devin-ai-integration,2025-10-08T01:06:04+00:00,3,2,5,small,1,False,,human_save,failed,True,False,0,0.5,approve_only,mixed,True,implementation,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1617.0,209.0,20.9,14.3,0.64,5.5,0.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.8036,False,0
liam-hq/liam,AI,3702,♻️ refactor(erd-core): add Hash schema and integrate URL handling functions,tnyo43,2025-10-07T23:44:45+00:00,67,10,77,small,12,False,,human_save,clean_pass,True,False,0,22.9,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.0,126.0,15.8,7.4,0.735,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.2663,False,0
liam-hq/liam,AI,3707,feat(ui): Add disableHover prop to BaseGlobalNav for PublicGlobalNav,devin-ai-integration,2025-10-07T23:42:32+00:00,9,2,11,small,3,False,,human_save,clean_pass,True,False,0,17.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1721.0,171.0,21.4,18.3,0.593,5.7,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7447,False,0
liam-hq/liam,AI,3712,docs: improve CLAUDE.md monorepo structure documentation,sasamuku,2025-10-07T23:28:06+00:00,9,1,10,small,1,False,,human_save,clean_pass,True,False,0,13.9,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1889.0,234.0,21.3,20.7,0.504,6.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.7585,False,0
liam-hq/liam,AI,3708,feat(schema): Add support for Liam Schema format JSON files,devin-ai-integration,2025-10-07T08:45:25+00:00,194,2,196,medium,8,True,https://github.com/route06/liam-internal/issues/5802,human_save,clean_pass,True,False,1,2.7,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2890.0,373.0,31.1,25.8,0.524,5.4,0.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,0.3388,False,0
liam-hq/liam,AI,3695,feat(app): Add collapsible ReasoningMessage component with streaming state,sasamuku,2025-10-07T04:54:30+00:00,209,17,226,medium,6,False,,human_save,clean_pass,True,False,1,21.3,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2167.0,273.0,34.1,61.7,0.548,6.2,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.9545,False,0
liam-hq/liam,AI,3704,🐛(artifact): Fix schema validation error by replacing isoDateTime with isoTimestamp,junkisai,2025-10-07T03:49:12+00:00,1,1,2,small,1,False,,human_save,clean_pass,True,False,0,0.4,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1438.0,187.0,20.8,11.6,0.669,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.3571,False,0
liam-hq/liam,AI,3699,fix(schema-bench): add missing extensions field to reference JSON files,devin-ai-integration,2025-10-07T00:04:10+00:00,25,11,36,small,11,False,,human_save,clean_pass,True,False,0,12.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1835.0,229.0,38.2,20.1,0.482,5.9,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7072,False,0
liam-hq/liam,AI,3698,refactor: simplify Artifact schema and improve display,MH4GF,2025-10-07T00:01:49+00:00,368,1063,1431,large,26,False,,human_save,clean_pass,True,False,0,13.6,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2274.0,307.0,34.1,35.1,0.555,5.8,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.8995,False,0
liam-hq/liam,AI,3691,feat: add UI for configuring schema file paths,devin-ai-integration,2025-10-06T10:33:57+00:00,298,71,369,medium,8,False,,human_save,clean_pass,True,False,1,6.4,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2438.0,320.0,35.6,32.5,0.612,5.9,0.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.58,False,0
liam-hq/liam,AI,3696,fix: limit search bar width on members page,devin-ai-integration,2025-10-06T09:03:24+00:00,2,0,2,small,2,False,,human_save,clean_pass,True,False,1,1.4,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1495.0,191.0,47.8,26.8,0.658,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.303,False,0
liam-hq/liam,AI,3697,⚡ Optimize Turbo cache for Storybook builds,junkisai,2025-10-06T09:00:35+00:00,67,1,68,small,2,False,,human_save,clean_pass,True,False,1,0.8,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.0,203.0,22.6,22.1,0.624,5.9,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5844,False,0
liam-hq/liam,AI,3687,[2025/10/06] License Report Update,liam-license-ci-trigger,2025-10-06T08:51:50+00:00,88,165,253,medium,1,False,,human_save,clean_pass,True,False,0,8.7,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,8.0,8.0,0.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.1776,False,0
liam-hq/liam,AI,3694,refactor: Remove unnecessary Result type wrapper from prepareTestcases,devin-ai-integration,2025-10-06T08:38:51+00:00,3,27,30,small,1,False,,human_save,clean_pass,True,False,0,1.2,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1976.0,260.0,52.0,69.2,0.598,6.3,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5128,False,0
liam-hq/liam,AI,3692,feat: disable schema tab when no schema path is configured,devin-ai-integration,2025-10-06T08:37:07+00:00,29,24,53,small,3,True,https://github.com/route06/liam-internal/issues/5792,human_save,clean_pass,True,False,1,4.0,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2130.0,278.0,27.8,26.7,0.544,5.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4585,False,0
liam-hq/liam,AI,3693,refactor: remove unused latestVersionNumber field from setupStreamOptions,devin-ai-integration,2025-10-06T07:36:59+00:00,0,2,2,small,1,False,,human_save,clean_pass,True,False,0,0.3,rubber_stamp,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1253.0,187.0,46.8,52.7,0.63,5.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4723,False,0
liam-hq/liam,AI,3666,refactor: Update analyzedRequirements schema from businessRequirement to goal/testcases,MH4GF,2025-10-06T06:53:39+00:00,1154,876,2030,large,47,True,https://github.com/route06/liam-internal/issues/5759,human_save,clean_pass,True,False,0,71.5,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2410.0,318.0,16.5,6.9,0.6,6.0,0.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.8508,False,0
liam-hq/liam,AI,3688,Remove @electric-sql/client from License Decisions file,devin-ai-integration,2025-10-06T06:04:51+00:00,0,6,6,small,1,True,https://github.com/liam-hq/liam/issues/864,human_save,clean_pass,True,False,0,5.2,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1209.0,151.0,30.2,26.1,0.633,5.3,0.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.5465,False,0
liam-hq/liam,AI,3685,chore(deps): update dependency rollup to v4.52.0,renovate,2025-10-06T06:01:17+00:00,260,32,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,6252.0,404.0,44.8,93.2,0.314,5.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9469,False,0
liam-hq/liam,AI,3679,fix(deps): update dependency @langchain/community to v0.3.56,renovate,2025-10-06T05:50:39+00:00,7,10,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2170.0,166.0,18.3,19.2,0.489,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7277,False,0
liam-hq/liam,AI,3684,fix(deps): update dependency langsmith to v0.3.69,renovate,2025-10-06T05:41:59+00:00,40,9,0,,3,False,,,,False,False,0,0.0,approve_only,mixed,True,implementation,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1573.0,153.0,16.9,15.3,0.551,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5477,False,0
liam-hq/liam,AI,3680,fix(deps): update dependency @langchain/core to v0.3.77,renovate,2025-10-06T05:26:25+00:00,40,40,0,,3,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3116.0,178.0,19.7,22.8,0.394,5.6,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.8633,False,0
liam-hq/liam,AI,3690,🔧(ci): Use GitHub Secrets for LANGSMITH_PROJECT instead of hardcoded value,MH4GF,2025-10-06T05:00:49+00:00,1,1,2,small,1,False,,human_save,clean_pass,True,False,0,0.8,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2045.0,213.0,21.3,12.3,0.59,5.9,0.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,0.8459,False,0
liam-hq/liam,AI,3689,fix(app): Add SSR safety check to accessibleTransitions,NoritakaIkeda,2025-10-06T04:39:28+00:00,3,1,4,small,1,False,,human_save,clean_pass,True,False,0,3.7,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,68.0,22.7,15.9,0.754,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.3193,False,0
liam-hq/liam,AI,3683,fix(deps): update dependency @xyflow/react to v12.8.5,renovate,2025-10-06T00:34:36+00:00,10,10,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4456.0,270.0,17.9,13.7,0.364,5.5,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.8611,False,0
liam-hq/liam,AI,3674,chore(deps): update dependency esbuild to v0.25.10,renovate,2025-10-06T00:27:53+00:00,169,169,0,,2,False,,,,False,False,0,0.0,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3827.0,438.0,27.3,29.7,0.479,5.1,0.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,0.3144,False,0
liam-hq/liam,AI,3681,chore(deps): update dependency msw to v2.11.3,renovate,2025-10-04T14:10:34+00:00,88,83,0,,4,False,,,,False,False,0,0.0,no_review,mixed,True,implementation,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2046.0,171.0,21.2,24.2,0.481,5.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6578,False,0
liam-hq/liam,AI,3678,chore(deps): update storybook monorepo to v9.1.7,renovate,2025-10-04T06:28:54+00:00,89,89,0,,5,False,,,,False,False,0,0.0,no_review,mixed,True,alignment,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5281.0,276.0,18.3,19.3,0.269,5.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9208,False,0
liam-hq/liam,AI,3677,chore(deps): update dev-tools,renovate,2025-10-04T06:13:49+00:00,365,365,0,,19,False,,,,False,False,0,0.0,no_review,mixed,True,alignment,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5443.0,292.0,24.2,31.9,0.262,5.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.9498,False,0
liam-hq/liam,AI,3676,chore(deps): update dependency lefthook to v1.13.1,renovate,2025-10-04T05:59:41+00:00,46,46,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2854.0,229.0,28.5,43.0,0.419,5.4,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.8169,False,0
liam-hq/liam,AI,3675,chore(deps): update dependency fs-extra to v11.3.2,renovate,2025-10-04T05:59:41+00:00,6,6,0,,2,False,,,,False,False,0,0.0,no_review,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2098.0,172.0,21.4,24.5,0.492,5.2,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.6659,False,0
liam-hq/liam,AI,3670,🔧(agent): Centralize checkpointer and add subgraph message collection,junkisai,2025-10-03T11:24:57+00:00,323,57,380,medium,10,True,https://github.com/route06/liam-internal/issues/5698,human_save,clean_pass,True,False,0,1.6,approve_only,mixed,True,alignment,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,2324.0,309.0,23.8,38.4,0.579,6.2,0.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,0.8894,False,0
liam-hq/liam,AI,3667,🗑️(db): Drop unused tables not referenced by frontend app,sasamuku,2025-10-03T09:39:48+00:00,722,2108,2830,large,17,False,,human_save,clean_pass,True,False,1,1.9,cr_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1721.0,217.0,31.0,42.7,0.673,5.8,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5271,False,0
liam-hq/liam,AI,3668,🔧 Refine Storybook stories directory structure to exclude node_modules,junkisai,2025-10-03T08:27:28+00:00,17,9,26,small,1,False,,human_save,clean_pass,True,False,0,0.3,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1995.0,241.0,24.1,33.4,0.582,6.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.687,False,0
liam-hq/liam,AI,3663,fix(db): Add gateway error and connection lost to retryable patterns,devin-ai-integration,2025-10-03T07:36:29+00:00,25,2,27,small,2,True,https://github.com/route06/liam-internal/issues/5775,human_save,failed,True,False,0,6.6,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1505.0,203.0,20.3,17.8,0.629,5.7,0.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.5664,False,0
liam-hq/liam,AI,3661,🐛 Fix artifact display when realtime connection fails,sasamuku,2025-10-03T06:44:31+00:00,27,9,36,small,3,False,,human_save,clean_pass,True,False,1,6.1,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.0,166.0,18.4,11.4,0.665,5.6,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4131,False,0
liam-hq/liam,AI,3660,Fix empty card display for expired invitation tokens,devin-ai-integration,2025-10-03T05:45:28+00:00,66,18,84,small,2,False,,human_save,clean_pass,True,False,1,20.2,comment_approve,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2074.0,246.0,35.1,26.1,0.586,5.4,0.0,0.0,2.0,1.0,0.0,,,,,,,,,,,,,,0.3601,False,0
liam-hq/liam,AI,3664,Add authentication check to redirect authenticated users from login page,devin-ai-integration,2025-10-03T05:36:28+00:00,12,1,13,small,1,False,,human_save,clean_pass,True,False,0,2.4,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1765.0,230.0,23.0,19.8,0.604,5.8,0.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,0.7354,False,0
liam-hq/liam,AI,3658,"Revert ""test github login""",sasamuku,2025-10-02T08:13:20+00:00,5,146,151,medium,3,False,,human_save,clean_pass,True,False,0,0.8,approve_only,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,725.0,97.0,16.2,7.2,0.742,6.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.4235,False,0
liam-hq/liam,AI,3657,test github login,sasamuku,2025-10-02T07:24:38+00:00,146,5,151,medium,3,False,,escape,clean_pass,True,True,0,1.2,approve_only,mixed,True,implementation,,,,,,,,,,,True,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,829.0,109.0,21.8,11.1,0.755,5.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.3185,False,0
liam-hq/liam,AI,3656,🐛(agent): Fix Supabase checkpoint task persistence and version handling,MH4GF,2025-10-02T06:35:34+00:00,162,4,166,medium,2,True,https://github.com/route06/liam-internal/issues/5769,human_save,clean_pass,True,False,0,1.8,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2187.0,269.0,20.7,8.4,0.636,5.7,0.0,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,0.5793,False,0
liam-hq/liam,AI,3655,Remove unused checkpoint_migrations table,devin-ai-integration,2025-10-02T06:35:34+00:00,7,152,159,medium,5,False,,human_save,failed,True,False,0,1.8,approve_only,mixed,False,,,,,,,,,,,,False,False,False,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2241.0,299.0,33.2,37.2,0.547,6.1,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,0.7314,False,0
liam-hq/liam,AI,3637,✨(schema-bench): add dictionary-based concept matching for schema evaluation,NoritakaIkeda,2025-10-02T00:48:58+00:00,315,0,315,medium,6,True,https://github.com/route06/liam-internal/issues/5733,human_save,clean_pass,True,False,1,64.6,comment_approve,mixed,False,,,,,,,,,,,,False,False,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,6.0,1.0,2.0,0.0,0.0,0.0,3485.0,507.0,45.9,75.4,0.501,6.4,0.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,0.8105,False,0
